@id,@name,@type,FIPScounty,bathrooms,bedrooms,city,finishedSqFt,lastSoldDate,lastSoldPrice,latitude,links,longitude,lotSizeSqFt,state,street,taxAssessment,taxAssessmentYear,totalRooms,useCode,yearBuilt,zestimate,zindexValue,zipcode,zpid
270325,Southeast Raleigh,neighborhood,37183,3,3,Raleigh,1618,4/2/2019,19000,35.725393,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Southeast-Raleigh/r_270325/', 'forSaleByOwner': 'http://www.zillow.com/southeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/southeast-raleigh-raleigh-nc/'}",-78.534766,8276,NC,3915 Alder Grove Ln,28000,2018,,SingleFamily,2019,,"149,300",27610,79886745
54047,Raleigh,city,37183,3,4,Raleigh,2537,,,35.87208,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.527487,6534,NC,3207 Britmass Dr,40000,2018,,SingleFamily,2019,,"221,100",27616,215491685
343869,Northeast Raleigh,neighborhood,37183,3,4,Raleigh,1773,12/1/1989,102500,35.807071,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.580896,8276,NC,2004 Carthage Cir,159269,2018,7,SingleFamily,1989,224901,"171,900",27604,6504197
54047,Raleigh,city,37183,4,3,Raleigh,4617,5/16/2003,575000,35.919808,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.656643,223027,NC,9924 Waterview Rd,618168,2018,12,SingleFamily,1994,869696,"221,100",27615,6483992
270318,North Raleigh,neighborhood,37183,3,4,Raleigh,3066,5/27/2004,364000,35.927906,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.573316,6534,NC,2047 Hornbeck Ct,435002,2018,14,SingleFamily,2003,469902,"270,100",27614,65332699
343864,West Raleigh,neighborhood,37183,3,4,Raleigh,2979,7/31/2007,381500,35.782637,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/West-Raleigh/r_343864/', 'forSaleByOwner': 'http://www.zillow.com/west-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/west-raleigh-raleigh-nc/'}",-78.710919,29185,NC,4404 Driftwood Dr,343669,2018,8,SingleFamily,1974,442602,"173,400",27606,6382773
270318,North Raleigh,neighborhood,37183,4,4,Raleigh,4977,7/8/2014,665000,35.895335,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.628509,27878,NC,421 Chatterson Dr,673517,2018,8,SingleFamily,1997,760869,"270,100",27615,6551268
270318,North Raleigh,neighborhood,,,3,Raleigh,1700,,,35.922899,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.567458,,NC,2224 Valley Edge Dr,,,,SingleFamily,2009,190001,"270,100",27614,2108925721
54047,Raleigh,city,37183,3,4,Raleigh,3342,5/8/2019,495190,35.916364,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.751927,6534,NC,8804 Moss Glen Dr,,2018,,SingleFamily,,629767,"221,100",27617,248755442
54047,Raleigh,city,37183,3,3,Raleigh,4377,3/10/1997,296500,35.709951,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.756512,146797,NC,2429 Kirks Ridge Dr,1190070,2018,7,SingleFamily,1989,1146960,"221,100",27606,50100483
343869,Northeast Raleigh,neighborhood,37183,3,3,Raleigh,1400,8/9/1985,75500,35.88137,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.568844,6534,NC,7209 S Thorncliff Pl,119884,2018,6,SingleFamily,1985,169994,"171,900",27616,6479215
54047,Raleigh,city,37183,3,4,Raleigh,3025,7/26/2016,329258,35.659963,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.698794,6098,NC,2031 Ernesto Ln,297739,2018,,SingleFamily,2016,348225,"221,100",27603,133699414
270318,North Raleigh,neighborhood,37183,,4,Raleigh,2526,11/9/2007,275000,35.890321,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.596393,11761,NC,7844 Harps Mill Woods Run,266997,2018,9,SingleFamily,1999,325849,"270,100",27615,6551984
54047,Raleigh,city,,5,4,Raleigh,4000,,,35.963193,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.711517,43560,NC,2245 Duskywing Dr,,,,SingleFamily,2019,,"221,100",27613,2082293010
54047,Raleigh,city,,5,4,Raleigh,3765,,,35.963193,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.711517,46609,NC,2240 Duskywing Dr,,,,SingleFamily,2019,,"221,100",27613,2082293072
343869,Northeast Raleigh,neighborhood,37183,3,3,Raleigh,1232,8/12/2019,117500,35.847735,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.556164,6970,NC,5619 Marthonna Way,129945,2018,6,SingleFamily,1999,185649,"171,900",27616,50103189
54047,Raleigh,city,,6,5,Raleigh,4650,,,35.979975,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.662343,48351,NC,7228 Summer Tanager Trl,,,,SingleFamily,2019,,"221,100",27614,2082298287
343867,East Raleigh,neighborhood,37183,1,2,Raleigh,1088,4/9/2013,145000,35.800107,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/East-Raleigh/r_343867/', 'forSaleByOwner': 'http://www.zillow.com/east-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/east-raleigh-raleigh-nc/'}",-78.621153,8276,NC,202 Myers Ave,175712,2018,5,SingleFamily,1948,275001,"146,700",27604,6397365
343869,Northeast Raleigh,neighborhood,37183,3,5,Raleigh,2648,2/1/2012,227500,35.894202,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.517049,11325,NC,4201 Kellett Ln,238471,2018,12,SingleFamily,2012,300001,"171,900",27616,114329944
54047,Raleigh,city,37183,3,4,Raleigh,2335,2/25/2016,248500,35.665623,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.665859,10890,NC,307 Competition Rd,242795,2018,7,SingleFamily,2001,290001,"221,100",27603,50114231
343873,Southwest Raleigh,neighborhood,37183,,3,Raleigh,1200,5/14/2010,158500,35.74847,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Southwest-Raleigh/r_343873/', 'forSaleByOwner': 'http://www.zillow.com/southwest-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/southwest-raleigh-raleigh-nc/'}",-78.687298,9583,NC,2801 Isabella Dr,158683,2018,,SingleFamily,1994,,"164,100",27603,6531865
343876,South Raleigh,neighborhood,37183,3,3,Raleigh,1745,3/30/2001,132000,35.757114,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/South-Raleigh/r_343876/', 'forSaleByOwner': 'http://www.zillow.com/south-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/south-raleigh-raleigh-nc/'}",-78.586942,6534,NC,1432 Noble Creek Ln,146342,2018,,SingleFamily,2001,205500,"147,400",27610,53459954
184194,Six Forks,neighborhood,37183,3,4,Raleigh,2460,12/21/2018,345000,35.836893,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Six-Forks/r_184194/', 'forSaleByOwner': 'http://www.zillow.com/six-forks-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/six-forks-raleigh-nc/'}",-78.653293,43560,NC,751 Currituck Dr,311323,2018,13,SingleFamily,1960,639762,"391,700",27609,6407643
343876,South Raleigh,neighborhood,37183,2,4,Raleigh,2310,11/14/2017,142500,35.739273,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/South-Raleigh/r_343876/', 'forSaleByOwner': 'http://www.zillow.com/south-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/south-raleigh-raleigh-nc/'}",-78.620133,16552,NC,2916 Sylvester St,102129,2018,5,SingleFamily,1981,188259,"147,400",27610,6465083
343869,Northeast Raleigh,neighborhood,37183,3,3,Raleigh,1407,1/31/2018,179000,35.900122,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.554435,871,NC,8956 Commons Townes Dr,30000,2018,,SingleFamily,2018,193078,"171,900",27616,215491713
270325,Southeast Raleigh,neighborhood,37183,3,4,Raleigh,2355,9/26/2016,184000,35.736311,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Southeast-Raleigh/r_270325/', 'forSaleByOwner': 'http://www.zillow.com/southeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/southeast-raleigh-raleigh-nc/'}",-78.531824,10018,NC,6502 Guard Hill Dr,168676,2018,,SingleFamily,2008,229901,"149,300",27610,88949718
343875,South Central,neighborhood,37183,2,3,Raleigh,1473,8/1/2019,150000,35.771609,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/South-Central/r_343875/', 'forSaleByOwner': 'http://www.zillow.com/south-central-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/south-central-raleigh-nc/'}",-78.622056,4791,NC,621 Coleman St,91951,2018,6,SingleFamily,1956,360804,"115,400",27610,6413147
343862,Five Points,neighborhood,37183,4,4,Raleigh,3000,2/13/2017,256000,35.803013,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Five-Points/r_343862/', 'forSaleByOwner': 'http://www.zillow.com/five-points-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/five-points-raleigh-nc/'}",-78.638336,7405,NC,1633 Bickett Blvd,261360,2018,6,SingleFamily,2019,825003,"411,300",27608,6413482
270318,North Raleigh,neighborhood,37183,4,5,Raleigh,3184,1/23/1995,245500,35.895115,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.582857,12196,NC,8512 Bluff Pointe Ct,325739,2018,10,SingleFamily,1994,410003,"270,100",27615,6540426
343868,Northwest Raleigh,neighborhood,37183,5,5,Raleigh,4918,4/30/2014,760000,35.828096,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northwest-Raleigh/r_343868/', 'forSaleByOwner': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/'}",-78.715909,13939,NC,4425 Harbourgate Dr,773558,2018,12,SingleFamily,2006,844749,"276,500",27612,68317275
343864,West Raleigh,neighborhood,37183,3,3,Raleigh,2469,9/22/2016,31000,35.750059,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/West-Raleigh/r_343864/', 'forSaleByOwner': 'http://www.zillow.com/west-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/west-raleigh-raleigh-nc/'}",-78.732194,8712,NC,5527 Southern Cross Ave,278873,2018,8,SingleFamily,1998,349002,"173,400",27606,50106985
343869,Northeast Raleigh,neighborhood,37183,3,5,Raleigh,3006,3/5/2012,210500,35.846474,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.539275,6969,NC,6240 Amber Bluffs Cres,249805,2018,,SingleFamily,2006,299900,"171,900",27616,80197388
270318,North Raleigh,neighborhood,37183,4,5,Raleigh,4135,2/22/2011,344500,35.938078,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.553868,10890,NC,2920 Chatelaine Pl,369694,2018,14,SingleFamily,2005,405000,"270,100",27614,67555301
343865,Mordecai,neighborhood,37183,2,3,Raleigh,1424,11/30/1975,21000,35.795906,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Mordecai/r_343865/', 'forSaleByOwner': 'http://www.zillow.com/mordecai-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/mordecai-raleigh-nc/'}",-78.631378,7840,NC,1226 Mordecai Dr,280352,2018,5,SingleFamily,1946,539724,"315,400",27604,6401120
343870,Falls of Neuse,neighborhood,37183,2,4,Raleigh,1656,7/11/2019,229000,35.847724,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Falls-of-Neuse/r_343870/', 'forSaleByOwner': 'http://www.zillow.com/falls-of-neuse-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/falls-of-neuse-raleigh-nc/'}",-78.631536,13503,NC,4708 Sweetbriar Dr,221056,2018,7,SingleFamily,1967,399901,"295,500",27609,6407342
343862,Five Points,neighborhood,37183,3,4,Raleigh,3193,12/11/2014,216000,35.810704,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Five-Points/r_343862/', 'forSaleByOwner': 'http://www.zillow.com/five-points-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/five-points-raleigh-nc/'}",-78.627856,9147,NC,712 Mial St,676811,2018,5,SingleFamily,2017,800000,"411,300",27608,6428327
343867,East Raleigh,neighborhood,37183,2,2,Raleigh,1405,12/5/2018,250000,35.800948,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/East-Raleigh/r_343867/', 'forSaleByOwner': 'http://www.zillow.com/east-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/east-raleigh-raleigh-nc/'}",-78.620903,10018,NC,113 Dennis Ave,193729,2018,6,SingleFamily,1948,425001,"146,700",27604,6384051
343869,Northeast Raleigh,neighborhood,37183,2,3,Raleigh,1204,8/29/2005,126500,35.812734,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.582186,8276,NC,3331 Planet Dr,123344,2018,,SingleFamily,1999,185901,"171,900",27604,50109187
343864,West Raleigh,neighborhood,37183,3,4,Raleigh,3249,8/28/2013,423000,35.80897,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/West-Raleigh/r_343864/', 'forSaleByOwner': 'http://www.zillow.com/west-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/west-raleigh-raleigh-nc/'}",-78.736213,4356,NC,1404 Van Page Blvd,428469,2018,,SingleFamily,2011,499902,"173,400",27607,113225864
270318,North Raleigh,neighborhood,37183,6,5,Raleigh,4911,7/16/2014,819000,35.909288,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.673235,33976,NC,9509 Swepstone Ln,847755,2018,14,SingleFamily,2002,882324,"270,100",27615,53456198
343869,Northeast Raleigh,neighborhood,37183,3,3,Raleigh,1828,11/24/1998,125000,35.874298,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.550756,10018,NC,6911 Havenwood Dr,167040,2018,,SingleFamily,1998,219901,"171,900",27616,6564483
343867,East Raleigh,neighborhood,37183,2,4,Raleigh,1716,3/22/2016,84000,35.800011,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/East-Raleigh/r_343867/', 'forSaleByOwner': 'http://www.zillow.com/east-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/east-raleigh-raleigh-nc/'}",-78.60071,10890,NC,1416 Crabtree Blvd,150836,2018,8,SingleFamily,1967,249901,"146,700",27610,6381686
270318,North Raleigh,neighborhood,37183,3,3,Raleigh,1360,5/29/2007,119000,35.871388,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.647425,1742,NC,6535 Hearthstone Dr,113967,2018,4,SingleFamily,1983,,"270,100",27615,6473022
54047,Raleigh,city,37183,4,4,Raleigh,3726,12/30/2004,615000,35.942739,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.687844,43995,NC,5621 Greenevers Dr,537207,2018,,SingleFamily,2004,654816,"221,100",27613,67553276
270318,North Raleigh,neighborhood,37183,3,4,Raleigh,2589,10/3/2014,337000,35.913404,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.581157,14374,NC,10301 Sorrills Creek Ln,336663,2018,10,SingleFamily,1999,395000,"270,100",27614,6559556
343867,East Raleigh,neighborhood,37183,2,3,Raleigh,1386,12/27/2018,160000,35.786851,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/East-Raleigh/r_343867/', 'forSaleByOwner': 'http://www.zillow.com/east-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/east-raleigh-raleigh-nc/'}",-78.613022,15246,NC,421 Colleton Rd,125343,2018,5,SingleFamily,1951,370476,"146,700",27610,6380910
54047,Raleigh,city,37183,4,4,Raleigh,3917,3/8/2013,427000,35.723929,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.454965,43560,NC,5005 White Leaf Ct,480674,2018,,SingleFamily,2013,545826,"221,100",27610,119341831
343869,Northeast Raleigh,neighborhood,37183,3,3,Raleigh,2512,5/27/2014,282000,35.83661,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.55591,16552,NC,4237 Brintons Cottage St,261830,2018,,SingleFamily,2013,360000,"171,900",27616,122279629
343869,Northeast Raleigh,neighborhood,37183,1,1,Raleigh,714,6/14/2016,89000,35.811674,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.536312,2613,NC,2235 Whistling Straits Way,74768,2018,3,SingleFamily,2004,115000,"171,900",27604,65333136
343868,Northwest Raleigh,neighborhood,37183,3,4,Raleigh,2080,10/15/2014,240000,35.922535,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northwest-Raleigh/r_343868/', 'forSaleByOwner': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/'}",-78.741872,3920,NC,4904 Morning Edge Dr,229598,2018,10,SingleFamily,2000,300001,"276,500",27613,53458575
54047,Raleigh,city,37183,3,4,Raleigh,3316,6/30/2016,399000,35.711374,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.69162,57063,NC,4913 Kundinger Ct,367185,2018,9,SingleFamily,1988,475240,"221,100",27606,6487286
54047,Raleigh,city,37183,8,5,Raleigh,8368,10/12/2012,145000,35.946615,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.667538,53578,NC,6084 Charleycote Dr,1425927,2018,,SingleFamily,2014,1376100,"221,100",27614,125276879
54047,Raleigh,city,37183,2.5,3,Raleigh,2545,10/2/2019,278000,35.624746,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.684055,35283,NC,2925 Deep Glen Ct,235624,2018,,SingleFamily,2005,281877,"221,100",27603,68319457
343868,Northwest Raleigh,neighborhood,37183,3,4,Raleigh,2559,3/29/2004,305000,35.876063,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northwest-Raleigh/r_343868/', 'forSaleByOwner': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/'}",-78.737205,13068,NC,7925 Looking Glass Ct,355434,2018,9,SingleFamily,1994,439602,"276,500",27612,6531798
270318,North Raleigh,neighborhood,37183,3,3,Raleigh,1735,8/27/2015,243900,35.898831,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.576714,13068,NC,9705 Dansington Ct,217012,2018,6,SingleFamily,1990,285901,"270,100",27615,6513718
270318,North Raleigh,neighborhood,37183,3,3,Raleigh,1741,3/31/1983,77000,35.885491,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.66528,11761,NC,7705 Valley Run Dr,235008,2018,6,SingleFamily,1983,320001,"270,100",27615,6467318
54047,Raleigh,city,,3,4,Raleigh,3280,,,35.982828,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.670442,25047,NC,12328 Marsh Field Dr LOT 33,,,,SingleFamily,,620352,"221,100",27614,2082335200
54047,Raleigh,city,37183,4,5,Raleigh,3577,3/30/2001,285000,35.858326,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.500267,35283,NC,3905 Lauriston Rd,356487,2018,15,SingleFamily,2000,,"221,100",27616,53458459
343875,South Central,neighborhood,37183,1,2,Raleigh,649,8/19/2019,85000,35.76854,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/South-Central/r_343875/', 'forSaleByOwner': 'http://www.zillow.com/south-central-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/south-central-raleigh-nc/'}",-78.620214,3920,NC,1128 Upchurch St,59468,2018,5,SingleFamily,1968,131422,"115,400",27610,6392346
343875,South Central,neighborhood,37183,1,2,Raleigh,637,8/19/2019,85000,35.768999,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/South-Central/r_343875/', 'forSaleByOwner': 'http://www.zillow.com/south-central-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/south-central-raleigh-nc/'}",-78.620846,5227,NC,1111 Upchurch St,61818,2018,4,SingleFamily,1967,131671,"115,400",27610,6392357
54047,Raleigh,city,37183,3,4,Raleigh,3861,9/30/2019,460000,35.915333,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.669302,41382,NC,701 Lanham Pl,475394,2018,15,SingleFamily,1981,468900,"221,100",27615,6464005
54047,Raleigh,city,37183,4,4,Raleigh,4225,8/10/2018,685000,35.665252,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.708742,26136,NC,3745 Westbury Lake Dr,537831,2018,10,SingleFamily,2005,699902,"221,100",27603,65343339
